name, description, effectValue, effectValue2
水霊の聖典 Lv4, 戦闘開始時に全員の水属性、魔法防御力が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【水霊の聖典 Lv4】, , 0, 0
【水霊の聖典 Lv4】, , 0, 0
マジックシールド Lv1, 敵からの魔法ダメージを軽減し、沈黙耐性が上昇する。, 0, 0
【マジックシールド Lv1】, , 0.1, 0
【マジックシールド Lv1】, , 0.1, 0
マジックシールド Lv2, 敵からの魔法ダメージを軽減し、沈黙耐性が上昇する。, 0, 0
【マジックシールド Lv2】, , 0.15, 0
【マジックシールド Lv2】, , 0.2, 0
マジックシールド Lv3, 敵からの魔法ダメージを軽減し、沈黙耐性が上昇する。, 0, 0
【マジックシールド Lv3】, , 0.2, 0
【マジックシールド Lv3】, , 0.3, 0
マジックシールド Lv4, 敵からの魔法ダメージを軽減し、沈黙耐性が上昇する。, 0, 0
【マジックシールド Lv4】, , 0.25, 0
【マジックシールド Lv4】, , 0.4, 0
封魔の術式 Lv1, 呪い耐性が上昇し、さらに小悪魔族へのダメージがアップする。, 0, 0
【封魔の術式 Lv1】, , 0.1, 0
【封魔の術式 Lv1】, , 0.4, 0
封魔の術式 Lv2, 呪い耐性が上昇し、さらに小悪魔族へのダメージがアップする。, 0, 0
【封魔の術式 Lv2】, , 0.2, 0
【封魔の術式 Lv2】, , 0.5, 0
封魔の術式 Lv3, 呪い耐性が上昇し、さらに小悪魔族へのダメージがアップする。, 0, 0
【封魔の術式 Lv3】, , 0.3, 0
【封魔の術式 Lv3】, , 0.6, 0
封魔の術式 Lv4, 呪い耐性が上昇し、さらに小悪魔族へのダメージがアップする。, 0, 0
【封魔の術式 Lv4】, , 0.4, 0
【封魔の術式 Lv4】, , 0.7, 0
アクアアミュレット Lv1, 水属性値が上昇し、さらに通常攻撃で与えたダメージの一定割合を回復する。, 0, 0
【アクアアミュレット Lv1】, , 5, 0
【アクアアミュレット Lv1】, , 0.1, 0
アクアアミュレット Lv2, 水属性値が上昇し、さらに通常攻撃で与えたダメージの一定割合を回復する。, 0, 0
【アクアアミュレット Lv2】, , 10, 0
【アクアアミュレット Lv2】, , 0.15, 0
アクアアミュレット Lv3, 水属性値が上昇し、さらに通常攻撃で与えたダメージの一定割合を回復する。, 0, 0
【アクアアミュレット Lv3】, , 15, 0
【アクアアミュレット Lv3】, , 0.2, 0
アクアアミュレット Lv4, 水属性値が上昇し、さらに通常攻撃で与えたダメージの一定割合を回復する。, 0, 0
【アクアアミュレット Lv4】, , 20, 0
【アクアアミュレット Lv4】, , 0.25, 0
知識の慈雨 Lv1, バトル中、一定確率でターン数を消費せず【回復】アイテムを使用する。また、フォニクが回復アイテムを使用する時の効果が上昇する。, 0, 0
【知識の慈雨 Lv1】, , 0.1, 0
【知識の慈雨 Lv1】, , 0.1, 0
知識の慈雨 Lv2, バトル中、一定確率でターン数を消費せず【回復】アイテムを使用する。また、フォニクが回復アイテムを使用する時の効果が上昇する。, 0, 0
【知識の慈雨 Lv2】, , 0.2, 0
【知識の慈雨 Lv2】, , 0.2, 0
知識の慈雨 Lv3, バトル中、一定確率でターン数を消費せず【回復】アイテムを使用する。また、フォニクが回復アイテムを使用する時の効果が上昇する。, 0, 0
【知識の慈雨 Lv3】, , 0.25, 0
【知識の慈雨 Lv3】, , 0.25, 0
【片手剣】賢者の剣さばき Lv1, 片手剣を装備すると、物理防御力と回避率が上がる。, 0, 0
【【片手剣】賢者の剣さばき Lv1】, , 3, 0
【【片手剣】賢者の剣さばき Lv1】, , 20, 0
【片手剣】賢者の剣さばき Lv2, 片手剣を装備すると、物理防御力と回避率が上がる。, 0, 0
【【片手剣】賢者の剣さばき Lv2】, , 5, 0
【【片手剣】賢者の剣さばき Lv2】, , 40, 0
【片手剣】賢者の剣さばき Lv3, 片手剣を装備すると、物理防御力と回避率が上がる。, 0, 0
【【片手剣】賢者の剣さばき Lv3】, , 8, 0
【【片手剣】賢者の剣さばき Lv3】, , 60, 0
開幕ぐらさーじゅ, バトル開始時にぐらさーじゅを使用する。, 5143, 0
確定追撃, パッシブスキル状態異常付与, 1, 0
パリィ Lv1, 物理耐性を高め、ダメージを受けるか攻撃を回避した際に一定確率で通常攻撃による反撃を行う。, 0, 0
【パリィ Lv1】, , 0.05, 0
【パリィ Lv1】, , 0.15, 0
パリィ Lv2, 物理耐性を高め、ダメージを受けるか攻撃を回避した際に一定確率で通常攻撃による反撃を行う。, 0, 0
【パリィ Lv2】, , 0.1, 0
【パリィ Lv2】, , 0.2, 0
パリィ Lv3, 物理耐性を高め、ダメージを受けるか攻撃を回避した際に一定確率で通常攻撃による反撃を行う。, 0, 0
【パリィ Lv3】, , 0.15, 0
【パリィ Lv3】, , 0.25, 0
パリィ Lv4, 物理耐性を高め、ダメージを受けるか攻撃を回避した際に一定確率で通常攻撃による反撃を行う。, 0, 0
【パリィ Lv4】, , 0.2, 0
【パリィ Lv4】, , 0.3, 0
新進気鋭の天才剣士 Lv1, 闇属性値が上昇し、さらに盗賊へのダメージがアップする。, 0, 0
【新進気鋭の天才剣士】 Lv1, , 0.4, 0
【新進気鋭の天才剣士】 Lv1, , 5, 0
新進気鋭の天才剣士 Lv2, 闇属性値が上昇し、さらに盗賊へのダメージがアップする。, 0, 0
【新進気鋭の天才剣士】 Lv2, , 0.5, 0
【新進気鋭の天才剣士】 Lv2, , 10, 0
新進気鋭の天才剣士 Lv3, 闇属性値が上昇し、さらに盗賊へのダメージがアップする。, 0, 0
【新進気鋭の天才剣士】 Lv3, , 0.6, 0
【新進気鋭の天才剣士】 Lv3, , 15, 0
新進気鋭の天才剣士 Lv4, 闇属性値が上昇し、さらに盗賊へのダメージがアップする。, 0, 0
【新進気鋭の天才剣士】 Lv4, , 0.7, 0
【新進気鋭の天才剣士】 Lv4, , 20, 0
応急手当 Lv1, バトル中、一定確率で【回復】アイテムを使用する。発動時にターン数を消費しない。, 0.1, 0
応急手当 Lv2, バトル中、一定確率で【回復】アイテムを使用する。発動時にターン数を消費しない。, 0.15, 0
応急手当 Lv3, バトル中、一定確率で【回復】アイテムを使用する。発動時にターン数を消費しない。, 0.2, 0
応急手当 Lv4, バトル中、一定確率で【回復】アイテムを使用する。発動時にターン数を消費しない。, 0.25, 0
ミラージュステップ Lv1, 回避率とスロウ耐性が上昇する。, 0, 0
【ミラージュステップ】 Lv1, , 3, 0
【ミラージュステップ】 Lv1, , 0.1, 0
ミラージュステップ Lv2, 回避率とスロウ耐性が上昇する。, 0, 0
【ミラージュステップ】 Lv2, , 5, 0
【ミラージュステップ】 Lv2, , 0.2, 0
ミラージュステップ Lv3, 回避率とスロウ耐性が上昇する。, 0, 0
【ミラージュステップ】 Lv3, , 8, 0
【ミラージュステップ】 Lv3, , 0.3, 0
ミラージュステップ Lv4, 回避率とスロウ耐性が上昇する。, 0, 0
【ミラージュステップ】 Lv4, , 12, 0
【ミラージュステップ】 Lv4, , 0.4, 0
魂宿りの構え Lv1, 戦闘開始時に自身の素早さ・回避率が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
魂宿りの構え Lv2, 戦闘開始時に自身の素早さ・回避率が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
魂宿りの構え Lv3, 戦闘開始時に自身の素早さ・回避率が上昇する。効果は一定時間有効。戦闘開始時のステータス上昇は最も高い効果のみが発動。, 0, 0
【片手剣】王族の責務 Lv1, 片手剣を装備すると、物理攻撃・素早さが上がる。, 0, 0
【【片手剣】王族の責務】 Lv1, , 20, 0
【【片手剣】王族の責務】 Lv1, , 4, 0
【片手剣】王族の責務 Lv2, 片手剣を装備すると、物理攻撃・素早さが上がる。, 0, 0
【【片手剣】王族の責務】 Lv2, , 30, 0
【【片手剣】王族の責務】 Lv2, , 8, 0
【片手剣】王族の責務 Lv3, 片手剣を装備すると、物理攻撃・素早さが上がる。, 0, 0
【【片手剣】王族の責務】 Lv3, , 40, 0
【【片手剣】王族の責務】 Lv3, , 12, 0
自動発動：ヒムス・マグナ, HP50％時自動発動, 5148, 1
水属性攻撃強化, パッシブ付与用、水属性1.5倍, 0.5, 0
火属性攻撃強化, パッシブ付与用、火属性1.5倍, 0.5, 0
100％かばう, 味方が攻撃される際、一定確率で代わりに攻撃を受ける。, 1, 0
物理超耐性, 敵からの物理ダメージを軽減。, 0.99, 0
魔法超耐性, 敵からの魔法ダメージを軽減。, 0.99, 0
HP回復・微, 対象のHPを最大値の20%回復する。, 0.2, 0
HP回復・小, 対象のHPを最大値の35%回復する。, 0.35, 0
HP回復・中, 対象のHPを最大値の50%回復する。, 0.5, 0
HP回復・大, 対象のHPを最大値の65%回復する。, 0.65, 0
HP回復・超, 対象のHPを最大値の80%回復する。, 0.8, 0
HP回復・全, 対象のHPを全回復する。, 1, 0
Sゲージ回復・微, 対象のスキルゲージを最大値の20%回復する。, 0.2, 0
Sゲージ回復・小, 対象のスキルゲージを最大値の35%回復する。, 0.35, 0
Sゲージ回復・中, 対象のスキルゲージを最大値の50%回復する。, 0.5, 0
Sゲージ回復・大, 対象のスキルゲージを最大値の65%回復する。, 0.65, 0
Sゲージ回復・超, 対象のスキルゲージを最大値の80%回復する。, 0.8, 0
Sゲージ回復・全, 対象のスキルゲージを全回復する。, 1, 0
物理ダメージ・微, 対象に攻撃力400相当の物理ダメージを与える。, 400, 0
物理ダメージ・微+, 対象に攻撃力600相当の物理ダメージを与える。, 600, 0
物理ダメージ・小, 対象に攻撃力1000相当の物理ダメージを与える。, 1000, 0
物理ダメージ・小+, 対象に攻撃力1600相当の物理ダメージを与える。, 1600, 0
物理ダメージ・中, 対象に攻撃力2400相当の物理ダメージを与える。, 2400, 0
物理ダメージ・中+, 対象に攻撃力3400相当の物理ダメージを与える。, 3400, 0
物理ダメージ・大, 対象に攻撃力4600相当の物理ダメージを与える。, 4600, 0
物理ダメージ・大+, 対象に攻撃力6000相当の物理ダメージを与える。, 6000, 0
物理ダメージ・超, 対象に攻撃力11000相当の物理ダメージを与える。, 11000, 0
物理ダメージ・超+, 対象に攻撃力24000相当の物理ダメージを与える。, 24000, 0
物理ダメージ・超大, 対象に攻撃力40000相当の物理ダメージを与える。, 40000, 0
物理ダメージ・超大+, 対象に攻撃力50000相当の物理ダメージを与える。, 50000, 0
物理ダメージ・超特大, 対象に攻撃力75000相当の物理ダメージを与える。, 75000, 0
物理ダメージ・超特大+, 対象に攻撃力100000相当の物理ダメージを与える。, 100000, 0
魔法ダメージ・微, 対象に攻撃力400相当の魔法ダメージを与える。, 400, 0
魔法ダメージ・微+, 対象に攻撃力600相当の魔法ダメージを与える。, 600, 0
魔法ダメージ・小, 対象に攻撃力1000相当の魔法ダメージを与える。, 1000, 0
魔法ダメージ・小+, 対象に攻撃力1600相当の魔法ダメージを与える。, 1600, 0
魔法ダメージ・中, 対象に攻撃力2400相当の魔法ダメージを与える。, 2400, 0
魔法ダメージ・中+, 対象に攻撃力3400相当の魔法ダメージを与える。, 3400, 0
魔法ダメージ・大, 対象に攻撃力4600相当の魔法ダメージを与える。, 4600, 0
魔法ダメージ・大+, 対象に攻撃力6000相当の魔法ダメージを与える。, 6000, 0
魔法ダメージ・超, 対象に攻撃力11000相当の魔法ダメージを与える。, 11000, 0
魔法ダメージ・超+, 対象に攻撃力24000相当の魔法ダメージを与える。, 24000, 0
魔法ダメージ・超大, 対象に攻撃力40000相当の魔法ダメージを与える。, 40000, 0
魔法ダメージ・超大+, 対象に攻撃力50000相当の魔法ダメージを与える。, 50000, 0
魔法ダメージ・超特大, 対象に攻撃力75000相当の魔法ダメージを与える。, 75000, 0
魔法ダメージ・超特大+, 対象に攻撃力100000相当の魔法ダメージを与える。, 100000, 0
火属性化, 攻撃の属性を無属性に変更する。（アクティブスキルを除く）, 1, 0
水属性化, 攻撃の属性を無属性に変更する。（アクティブスキルを除く）, 2, 0
土属性化, 攻撃の属性を無属性に変更する。（アクティブスキルを除く）, 4, 0
風属性化, 攻撃の属性を無属性に変更する。（アクティブスキルを除く）, 3, 0
光属性化, 攻撃の属性を無属性に変更する。（アクティブスキルを除く）, 5, 0
闇属性化, 攻撃の属性を無属性に変更する。（アクティブスキルを除く）, 6, 0
毒付与・微, 命中時に1%の確率で対象に【毒】を付与する。, 0, 0
毒付与・微+, 命中時に2%の確率で対象に【毒】を付与する。, 0, 0
毒付与・小, 命中時に3%の確率で対象に【毒】を付与する。, 0, 0
毒付与・小+, 命中時に4%の確率で対象に【毒】を付与する。, 0, 0
毒付与・中, 命中時に5%の確率で対象に【毒】を付与する。, 0, 0
毒付与・中+, 命中時に6%の確率で対象に【毒】を付与する。, 0, 0
